09/28/2022 15:03:31 - train_vm_2d.py[line:61] - INFO: Training with choose label 5, output to output/mnist2/
09/28/2022 15:03:42 - train_vm_2d.py[line:85] - INFO: VM reg_net params: 109170
09/28/2022 15:03:42 - __init__.py[line:505] - WARNING: Setting up a new session...
09/28/2022 15:03:42 - __init__.py[line:590] - INFO: Visdom successfully connected to server
09/28/2022 15:03:42 - train_vm_2d.py[line:119] - INFO: visdom starting, need to open the server: python -m visdom.server
09/28/2022 15:04:59 - train_vm_2d.py[line:61] - INFO: Training with choose label 5, output to output/mnist2/
09/28/2022 15:05:00 - train_vm_2d.py[line:85] - INFO: VM reg_net params: 109170
09/28/2022 15:05:00 - __init__.py[line:505] - WARNING: Setting up a new session...
09/28/2022 15:05:00 - __init__.py[line:590] - INFO: Visdom successfully connected to server
09/28/2022 15:05:00 - train_vm_2d.py[line:119] - INFO: visdom starting, need to open the server: python -m visdom.server
09/28/2022 15:07:23 - train_vm_2d.py[line:61] - INFO: Training with choose label 5, output to output/mnist2/
09/28/2022 15:07:24 - train_vm_2d.py[line:85] - INFO: VM reg_net params: 109170
09/28/2022 15:07:24 - __init__.py[line:505] - WARNING: Setting up a new session...
09/28/2022 15:07:24 - __init__.py[line:590] - INFO: Visdom successfully connected to server
09/28/2022 15:07:24 - train_vm_2d.py[line:119] - INFO: visdom starting, need to open the server: python -m visdom.server
09/28/2022 15:07:33 - train_vm_2d.py[line:192] - INFO: epoch 0, step 78, time train 5.223, time infer 0.005, total loss 71.419, sim loss 71.419, grad loss 0.001, stdJac 0.032, Jac<=0 0.000%
09/28/2022 15:17:24 - train_vm_2d.py[line:192] - INFO: epoch 74, step 5850, time train 4.631, time infer 0.006, total loss 8.690, sim loss 8.376, grad loss 0.314, stdJac 0.548, Jac<=0 0.000%
09/28/2022 15:17:32 - train_vm_2d.py[line:192] - INFO: epoch 75, step 5928, time train 4.624, time infer 0.006, total loss 8.678, sim loss 8.367, grad loss 0.311, stdJac 0.619, Jac<=0 0.000%
09/28/2022 15:17:40 - train_vm_2d.py[line:192] - INFO: epoch 76, step 6006, time train 4.608, time infer 0.006, total loss 8.494, sim loss 8.183, grad loss 0.311, stdJac 0.596, Jac<=0 0.000%
09/28/2022 15:17:48 - train_vm_2d.py[line:192] - INFO: epoch 77, step 6084, time train 4.672, time infer 0.005, total loss 8.563, sim loss 8.249, grad loss 0.314, stdJac 0.598, Jac<=0 0.000%
09/28/2022 15:17:56 - train_vm_2d.py[line:192] - INFO: epoch 78, step 6162, time train 4.613, time infer 0.006, total loss 8.623, sim loss 8.312, grad loss 0.312, stdJac 0.649, Jac<=0 0.000%
09/28/2022 15:18:04 - train_vm_2d.py[line:192] - INFO: epoch 79, step 6240, time train 4.862, time infer 0.005, total loss 8.400, sim loss 8.091, grad loss 0.309, stdJac 0.595, Jac<=0 0.000%
09/28/2022 15:18:12 - train_vm_2d.py[line:192] - INFO: epoch 80, step 6318, time train 4.653, time infer 0.005, total loss 8.328, sim loss 8.015, grad loss 0.312, stdJac 0.513, Jac<=0 0.000%
09/28/2022 15:18:20 - train_vm_2d.py[line:192] - INFO: epoch 81, step 6396, time train 4.649, time infer 0.005, total loss 8.411, sim loss 8.102, grad loss 0.310, stdJac 0.584, Jac<=0 0.000%
09/28/2022 15:18:28 - train_vm_2d.py[line:192] - INFO: epoch 82, step 6474, time train 4.61, time infer 0.006, total loss 8.325, sim loss 8.014, grad loss 0.312, stdJac 0.613, Jac<=0 0.000%
09/28/2022 15:18:36 - train_vm_2d.py[line:192] - INFO: epoch 83, step 6552, time train 4.715, time infer 0.005, total loss 8.270, sim loss 7.961, grad loss 0.309, stdJac 0.637, Jac<=0 0.000%
09/28/2022 15:18:44 - train_vm_2d.py[line:192] - INFO: epoch 84, step 6630, time train 4.565, time infer 0.006, total loss 8.216, sim loss 7.909, grad loss 0.307, stdJac 0.537, Jac<=0 0.000%
09/28/2022 15:18:52 - train_vm_2d.py[line:192] - INFO: epoch 85, step 6708, time train 4.794, time infer 0.006, total loss 8.126, sim loss 7.820, grad loss 0.306, stdJac 0.558, Jac<=0 0.000%
09/28/2022 15:19:01 - train_vm_2d.py[line:192] - INFO: epoch 86, step 6786, time train 4.623, time infer 0.005, total loss 8.150, sim loss 7.843, grad loss 0.307, stdJac 0.557, Jac<=0 0.000%
09/28/2022 15:19:08 - train_vm_2d.py[line:192] - INFO: epoch 87, step 6864, time train 4.609, time infer 0.005, total loss 8.231, sim loss 7.922, grad loss 0.309, stdJac 0.559, Jac<=0 0.000%
09/28/2022 15:19:16 - train_vm_2d.py[line:192] - INFO: epoch 88, step 6942, time train 4.584, time infer 0.005, total loss 8.022, sim loss 7.714, grad loss 0.307, stdJac 0.510, Jac<=0 0.000%
09/28/2022 15:19:24 - train_vm_2d.py[line:192] - INFO: epoch 89, step 7020, time train 4.566, time infer 0.005, total loss 8.020, sim loss 7.712, grad loss 0.308, stdJac 0.631, Jac<=0 0.000%
09/28/2022 15:19:32 - train_vm_2d.py[line:192] - INFO: epoch 90, step 7098, time train 4.634, time infer 0.006, total loss 8.015, sim loss 7.706, grad loss 0.309, stdJac 0.609, Jac<=0 0.000%
09/28/2022 15:19:40 - train_vm_2d.py[line:192] - INFO: epoch 91, step 7176, time train 4.643, time infer 0.005, total loss 7.907, sim loss 7.598, grad loss 0.309, stdJac 0.573, Jac<=0 0.000%
09/28/2022 15:19:48 - train_vm_2d.py[line:192] - INFO: epoch 92, step 7254, time train 4.625, time infer 0.005, total loss 7.927, sim loss 7.621, grad loss 0.305, stdJac 0.563, Jac<=0 0.000%
09/28/2022 15:19:56 - train_vm_2d.py[line:192] - INFO: epoch 93, step 7332, time train 4.645, time infer 0.005, total loss 7.870, sim loss 7.566, grad loss 0.304, stdJac 0.594, Jac<=0 0.000%
09/28/2022 15:20:04 - train_vm_2d.py[line:192] - INFO: epoch 94, step 7410, time train 4.568, time infer 0.006, total loss 7.846, sim loss 7.541, grad loss 0.305, stdJac 0.631, Jac<=0 0.000%
09/28/2022 15:20:12 - train_vm_2d.py[line:192] - INFO: epoch 95, step 7488, time train 4.596, time infer 0.007, total loss 7.954, sim loss 7.649, grad loss 0.306, stdJac 0.608, Jac<=0 0.000%
09/28/2022 15:20:20 - train_vm_2d.py[line:192] - INFO: epoch 96, step 7566, time train 4.542, time infer 0.005, total loss 7.763, sim loss 7.458, grad loss 0.305, stdJac 0.517, Jac<=0 0.000%
09/28/2022 15:20:28 - train_vm_2d.py[line:192] - INFO: epoch 97, step 7644, time train 4.789, time infer 0.005, total loss 7.846, sim loss 7.542, grad loss 0.304, stdJac 0.544, Jac<=0 0.000%
09/28/2022 15:20:36 - train_vm_2d.py[line:192] - INFO: epoch 98, step 7722, time train 4.576, time infer 0.005, total loss 8.001, sim loss 7.696, grad loss 0.306, stdJac 0.531, Jac<=0 0.000%
09/28/2022 15:20:44 - train_vm_2d.py[line:192] - INFO: epoch 99, step 7800, time train 4.552, time infer 0.005, total loss 7.730, sim loss 7.424, grad loss 0.306, stdJac 0.564, Jac<=0 0.000%
09/28/2022 15:20:44 - train_vm_2d.py[line:207] - INFO: saved the model at epoch 99
09/28/2022 15:20:51 - train_vm_2d.py[line:192] - INFO: epoch 100, step 7878, time train 4.548, time infer 0.005, total loss 7.859, sim loss 7.555, grad loss 0.304, stdJac 0.552, Jac<=0 0.000%
09/28/2022 15:20:59 - train_vm_2d.py[line:192] - INFO: epoch 101, step 7956, time train 4.564, time infer 0.005, total loss 7.791, sim loss 7.484, grad loss 0.308, stdJac 0.489, Jac<=0 0.000%
09/28/2022 15:21:07 - train_vm_2d.py[line:192] - INFO: epoch 102, step 8034, time train 4.592, time infer 0.006, total loss 7.683, sim loss 7.379, grad loss 0.304, stdJac 0.582, Jac<=0 0.000%
09/28/2022 15:21:15 - train_vm_2d.py[line:192] - INFO: epoch 103, step 8112, time train 4.691, time infer 0.006, total loss 7.698, sim loss 7.394, grad loss 0.305, stdJac 0.588, Jac<=0 0.000%
09/28/2022 15:21:23 - train_vm_2d.py[line:192] - INFO: epoch 104, step 8190, time train 4.942, time infer 0.005, total loss 7.730, sim loss 7.421, grad loss 0.309, stdJac 0.534, Jac<=0 0.000%
09/28/2022 15:21:32 - train_vm_2d.py[line:192] - INFO: epoch 105, step 8268, time train 4.797, time infer 0.005, total loss 7.572, sim loss 7.271, grad loss 0.300, stdJac 0.519, Jac<=0 0.024%
09/28/2022 15:21:40 - train_vm_2d.py[line:192] - INFO: epoch 106, step 8346, time train 4.652, time infer 0.005, total loss 7.465, sim loss 7.165, grad loss 0.299, stdJac 0.580, Jac<=0 0.000%
09/28/2022 15:21:48 - train_vm_2d.py[line:192] - INFO: epoch 107, step 8424, time train 4.647, time infer 0.006, total loss 7.454, sim loss 7.152, grad loss 0.302, stdJac 0.585, Jac<=0 0.000%
09/28/2022 15:21:56 - train_vm_2d.py[line:192] - INFO: epoch 108, step 8502, time train 4.551, time infer 0.006, total loss 7.519, sim loss 7.216, grad loss 0.303, stdJac 0.546, Jac<=0 0.000%
09/28/2022 15:22:04 - train_vm_2d.py[line:192] - INFO: epoch 109, step 8580, time train 4.702, time infer 0.005, total loss 7.553, sim loss 7.251, grad loss 0.302, stdJac 0.595, Jac<=0 0.000%
09/28/2022 15:22:12 - train_vm_2d.py[line:192] - INFO: epoch 110, step 8658, time train 4.664, time infer 0.006, total loss 7.460, sim loss 7.155, grad loss 0.305, stdJac 0.572, Jac<=0 0.000%
09/28/2022 15:22:20 - train_vm_2d.py[line:192] - INFO: epoch 111, step 8736, time train 4.699, time infer 0.007, total loss 7.475, sim loss 7.176, grad loss 0.299, stdJac 0.563, Jac<=0 0.000%
09/28/2022 15:22:28 - train_vm_2d.py[line:192] - INFO: epoch 112, step 8814, time train 4.639, time infer 0.005, total loss 7.492, sim loss 7.187, grad loss 0.305, stdJac 0.494, Jac<=0 0.000%
09/28/2022 15:22:36 - train_vm_2d.py[line:192] - INFO: epoch 113, step 8892, time train 4.623, time infer 0.005, total loss 7.607, sim loss 7.302, grad loss 0.305, stdJac 0.633, Jac<=0 0.000%
09/28/2022 15:22:44 - train_vm_2d.py[line:192] - INFO: epoch 114, step 8970, time train 4.597, time infer 0.006, total loss 7.413, sim loss 7.110, grad loss 0.303, stdJac 0.625, Jac<=0 0.000%
09/28/2022 15:22:52 - train_vm_2d.py[line:192] - INFO: epoch 115, step 9048, time train 4.757, time infer 0.006, total loss 7.323, sim loss 7.021, grad loss 0.303, stdJac 0.632, Jac<=0 0.000%
09/28/2022 15:23:00 - train_vm_2d.py[line:192] - INFO: epoch 116, step 9126, time train 4.799, time infer 0.006, total loss 7.345, sim loss 7.040, grad loss 0.305, stdJac 0.601, Jac<=0 0.000%
